0;4.110734e-01;1.451070e-02;7.125642e-01;2.167082e+00;8.381401e+00;1.079866e+00;0
1;6.197710e-01;1.804922e-02;7.400839e-01;2.532774e+00;7.180303e+00;1.505348e+00;0
2;3.909179e-01;2.603933e-02;7.316838e-01;2.444841e+00;5.659851e+00;9.624585e-01;0
3;4.256334e-01;2.046176e-02;9.144283e-01;2.247952e+00;8.228492e+00;1.547485e+00;0
4;7.306932e-01;3.277248e-02;5.621463e-01;2.793493e+00;7.509525e+00;1.416945e+00;0
5;5.935726e-01;2.588333e-02;8.414144e-01;3.074984e+00;6.128010e+00;1.123129e+00;0
6;8.140002e-01;6.042578e-02;1.382377e+00;5.828826e+00;8.059499e+00;2.475915e+00;0
7;7.956118e-01;3.867717e-02;1.007807e+00;5.122809e+00;7.556049e+00;2.766670e+00;0
8;1.194557e+00;1.471658e-01;2.455775e+00;1.186830e+01;1.111595e+01;5.872752e+00;0
9;3.844866e-01;1.020739e-01;3.226513e+00;1.153736e+01;1.325617e+01;2.241898e+00;0
10;6.805275e-01;5.145217e-02;2.381124e+00;8.375551e+00;1.058105e+01;2.331343e+00;0
11;8.454947e-01;1.271283e-01;2.248939e+00;1.123554e+01;1.030335e+01;5.060360e+00;0
12;1.163975e+00;6.623352e-02;1.912318e+00;8.227357e+00;1.110678e+01;4.501013e+00;0
13;2.384401e+00;1.048399e+00;2.821415e-01;3.799526e+00;1.606446e+01;1.846077e+01;1
14;3.586208e+00;6.851544e-01;9.915245e-02;3.764165e+00;1.087481e+01;2.389499e+01;1
15;3.406318e+00;3.611132e-01;1.295875e-01;4.174925e+00;1.011677e+01;2.957939e+01;1
16;3.730957e+00;7.049263e-01;1.909348e-01;7.924885e+00;1.303335e+01;2.085719e+01;1
17;4.272765e+00;8.935569e-01;9.719302e-02;4.855139e+00;8.409426e+00;2.371225e+01;1
18;5.065978e+00;1.538391e+00;1.886563e-01;7.834135e+00;1.677188e+01;2.293416e+01;1
19;6.013311e+00;1.210917e+00;3.481501e-01;1.232834e+01;1.389479e+01;2.551497e+01;1
20;5.711861e+00;1.384650e+00;5.644343e-01;8.919130e+00;2.049917e+01;2.556860e+01;1
21;3.994197e+00;6.973721e-01;1.174765e-01;4.943724e+00;1.325402e+01;2.057976e+01;1
22;6.929302e+00;1.495207e+00;3.182985e-01;1.388840e+00;7.339388e+00;2.104087e+01;1
23;4.029120e+00;8.609162e-01;1.005384e-01;2.214101e+00;9.672892e+00;2.253608e+01;1
24;5.737828e+00;8.039985e-01;6.309360e-01;2.579271e+00;1.367380e+01;1.951539e+01;1
25;5.582187e+00;9.974403e-01;5.287878e-01;1.002328e+01;2.086190e+01;2.423350e+01;1
26;3.508082e+00;7.462726e-01;2.130650e-01;1.057398e+01;1.893936e+01;2.151160e+01;1
27;2.386981e+00;1.455514e-02;1.238684e-01;2.045440e-01;1.902684e+01;1.558473e+00;2
28;2.364541e+00;1.611176e-02;1.067930e-01;1.744901e-01;2.187584e+01;1.893213e+00;2
29;3.051757e+00;2.263406e-02;1.543900e-01;1.927606e-01;2.052761e+01;2.326100e+00;2
30;2.501008e+00;2.257949e-02;9.748455e-02;2.567047e-01;1.902990e+01;2.039512e+00;2
31;2.595846e+00;2.959451e-02;1.124141e-01;2.904338e-01;1.940153e+01;1.945908e+00;2
32;3.174529e+00;5.722968e-02;5.516839e-02;4.314731e-01;2.006962e+01;2.194294e+00;2
33;3.577431e+00;9.026090e-02;1.940823e-01;4.592783e-01;2.007633e+01;2.380323e+00;2
34;3.722459e+00;9.834479e-02;1.475569e-01;8.464594e-01;1.954074e+01;2.418632e+00;2
35;5.325464e+00;2.915438e-01;3.052997e-02;6.160778e-01;1.813514e+01;1.974659e+00;2
36;2.451874e+00;5.014117e-02;7.191054e-02;1.464494e+00;2.402727e+01;3.540376e+00;2
37;5.841952e+00;3.663401e-01;1.110557e-01;1.759250e+00;2.211496e+01;3.830758e+00;2
38;6.769861e+00;4.637616e-01;3.344769e-02;1.603301e+00;2.240483e+01;6.667289e+00;2
39;5.484764e+00;2.382503e-01;3.491014e-02;1.082865e+00;2.292940e+01;4.233111e+00;2
40;4.854356e+00;2.040637e-01;2.190763e-02;9.702263e-01;1.973777e+01;3.591475e+00;2
41;4.873077e+00;3.434997e-01;1.973624e-02;1.335573e+00;1.972722e+01;3.147340e+00;2
42;3.525900e-02;3.678565e-01;4.136003e-01;1.036806e+00;7.583251e+00;7.589415e+00;3
43;2.353111e-02;4.759070e-01;4.261933e-01;2.476482e+00;6.801201e+00;7.014113e+00;3
44;2.697715e-02;4.073513e-01;4.041983e-01;4.076762e+00;5.147853e+00;4.753826e+00;3
45;3.125380e-02;4.514828e-01;4.314523e-01;2.595080e+00;4.998583e+00;6.395097e+00;3
46;3.536651e-02;3.707371e-01;5.477895e-01;5.021552e+00;5.992310e+00;4.740068e+00;3
47;3.984494e-02;3.726336e-01;4.555910e-01;3.388269e+00;5.471924e+00;4.426443e+00;3
48;2.762776e-02;3.308373e-01;4.199411e-01;4.192836e+00;5.030975e+00;4.567592e+00;3
49;3.963234e-02;2.971673e-01;4.051588e-01;2.185031e+00;4.430666e+00;6.340111e+00;3
50;2.086124e-02;4.340213e-01;3.416662e-01;2.112135e+00;9.314816e+00;6.441495e+00;3
51;3.159117e-02;4.344277e-01;3.492963e-01;1.419216e+00;4.070151e+00;5.957955e+00;3
52;1.611593e-02;3.805101e-01;3.029060e-01;1.883976e+00;3.460567e+00;4.631317e+00;3
53;5.911499e-02;6.738957e-01;1.018625e+00;3.126408e+00;1.283047e+01;1.029971e+01;3
54;2.761054e-02;5.479040e-01;7.374868e-01;1.824715e+00;8.605453e+00;7.540630e+00;3
55;1.624195e-02;5.274539e-01;8.456155e-01;1.289281e+00;9.545608e+00;6.953397e+00;3
56;1.618796e-02;4.985505e-01;5.578293e-01;1.719776e+00;6.597725e+00;6.915905e+00;3
57;1.782306e-02;5.611368e-01;6.677439e-01;1.299925e+00;8.321781e+00;7.470669e+00;3
58;2.575450e-02;4.921267e-01;6.292877e-01;1.478453e+00;7.280044e+00;6.660568e+00;3
